,Calculation1,School,City,County/State/ Territory,Ethnicity,Count_adm,Count_app,admit_rate
1360,SAN DIEGO INTL STUDIES53907,SAN DIEGO INTL STUDIES,San Diego,San Diego,All,96,133,72.18045112781954
1361,SAN DIEGO MET53909,SAN DIEGO MET,San Diego,San Diego,All,4,7,57.14285714285714
1362,SAN DIEGO SCHL CREATE/PERFORM52869,SAN DIEGO SCHL CREATE/PERFORM,San Diego,San Diego,White,6,9,66.66666666666666
1363,SAN DIEGO SCHL CREATE/PERFORM52869,SAN DIEGO SCHL CREATE/PERFORM,San Diego,San Diego,Asian,8,18,44.44444444444444
1364,SAN DIEGO SCHL CREATE/PERFORM52869,SAN DIEGO SCHL CREATE/PERFORM,San Diego,San Diego,Hispanic/ Latinx,11,27,40.74074074074074
1365,SAN DIEGO SCHL CREATE/PERFORM52869,SAN DIEGO SCHL CREATE/PERFORM,San Diego,San Diego,African American,8,10,80.0
1366,SAN DIEGO SCHL CREATE/PERFORM52869,SAN DIEGO SCHL CREATE/PERFORM,San Diego,San Diego,All,34,65,52.307692307692314
1367,SAN DIEGUITO ACADEMY50865,SAN DIEGUITO ACADEMY,Encinitas,San Diego,Domestic Unknown,8,11,72.72727272727273
1368,SAN DIEGUITO ACADEMY50865,SAN DIEGUITO ACADEMY,Encinitas,San Diego,White,78,146,53.42465753424658
1369,SAN DIEGUITO ACADEMY50865,SAN DIEGUITO ACADEMY,Encinitas,San Diego,Asian,27,30,90.0
1370,SAN DIEGUITO ACADEMY50865,SAN DIEGUITO ACADEMY,Encinitas,San Diego,Hispanic/ Latinx,29,43,67.44186046511628
1371,SAN DIEGUITO ACADEMY50865,SAN DIEGUITO ACADEMY,Encinitas,San Diego,All,144,233,61.80257510729614
1372,SAN DIMAS HIGH SCHOOL52894,SAN DIMAS HIGH SCHOOL,San Dimas,Los Angeles,White,9,13,69.23076923076923
1373,SAN DIMAS HIGH SCHOOL52894,SAN DIMAS HIGH SCHOOL,San Dimas,Los Angeles,Asian,11,14,78.57142857142857
1374,SAN DIMAS HIGH SCHOOL52894,SAN DIMAS HIGH SCHOOL,San Dimas,Los Angeles,Hispanic/ Latinx,19,30,63.33333333333333
1375,SAN DIMAS HIGH SCHOOL52894,SAN DIMAS HIGH SCHOOL,San Dimas,Los Angeles,All,42,61,68.85245901639344
1376,SAN FERNANDO HIGH SCHOOL52905,SAN FERNANDO HIGH SCHOOL,San Fernando,Los Angeles,Hispanic/ Latinx,83,116,71.55172413793103
1377,SAN FERNANDO HIGH SCHOOL52905,SAN FERNANDO HIGH SCHOOL,San Fernando,Los Angeles,All,87,120,72.5
1378,SAN GABRIEL HIGH SCHOOL53055,SAN GABRIEL HIGH SCHOOL,San Gabriel,Los Angeles,Asian,120,161,74.53416149068323
1379,SAN GABRIEL HIGH SCHOOL53055,SAN GABRIEL HIGH SCHOOL,San Gabriel,Los Angeles,Hispanic/ Latinx,23,39,58.97435897435898
1380,SAN GABRIEL HIGH SCHOOL53055,SAN GABRIEL HIGH SCHOOL,San Gabriel,Los Angeles,All,144,201,71.64179104477611
1381,SAN JOAQUIN HIGH SCHOOL51273,SAN JOAQUIN HIGH SCHOOL,Irvine,Orange,Asian,10,13,76.92307692307693
1382,SAN JOAQUIN HIGH SCHOOL51273,SAN JOAQUIN HIGH SCHOOL,Irvine,Orange,All,13,18,72.22222222222221
1383,SAN JUAN HILLS HIGH SCHOOL54181,SAN JUAN HILLS HIGH SCHOOL,San Juan Capistrano,Orange,Domestic Unknown,7,11,63.63636363636363
1384,SAN JUAN HILLS HIGH SCHOOL54181,SAN JUAN HILLS HIGH SCHOOL,San Juan Capistrano,Orange,White,55,98,56.12244897959183
1385,SAN JUAN HILLS HIGH SCHOOL54181,SAN JUAN HILLS HIGH SCHOOL,San Juan Capistrano,Orange,Asian,29,40,72.5
1386,SAN JUAN HILLS HIGH SCHOOL54181,SAN JUAN HILLS HIGH SCHOOL,San Juan Capistrano,Orange,Hispanic/ Latinx,29,56,51.78571428571429
1387,SAN JUAN HILLS HIGH SCHOOL54181,SAN JUAN HILLS HIGH SCHOOL,San Juan Capistrano,Orange,All,125,215,58.139534883720934
1388,SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,White,83,150,55.333333333333336
1389,SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,Asian,42,70,60.0
1390,SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,Hispanic/ Latinx,32,78,41.02564102564102
1391,SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,African American,6,15,40.0
1392,SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,All,171,331,51.66163141993958
1393,SAN MARINO HIGH SCHOOL53158,SAN MARINO HIGH SCHOOL,San Marino,Los Angeles,Domestic Unknown,8,9,88.88888888888889
1394,SAN MARINO HIGH SCHOOL53158,SAN MARINO HIGH SCHOOL,San Marino,Los Angeles,White,7,15,46.666666666666664
1395,SAN MARINO HIGH SCHOOL53158,SAN MARINO HIGH SCHOOL,San Marino,Los Angeles,Asian,103,135,76.29629629629629
1396,SAN MARINO HIGH SCHOOL53158,SAN MARINO HIGH SCHOOL,San Marino,Los Angeles,Hispanic/ Latinx,8,18,44.44444444444444
1397,SAN MARINO HIGH SCHOOL53158,SAN MARINO HIGH SCHOOL,San Marino,Los Angeles,All,129,182,70.87912087912088
1398,SAN PASQUAL HIGH SCHOOL50884,SAN PASQUAL HIGH SCHOOL,Escondido,San Diego,Domestic Unknown,5,5,100.0
1399,SAN PASQUAL HIGH SCHOOL50884,SAN PASQUAL HIGH SCHOOL,Escondido,San Diego,White,13,23,56.52173913043478
1400,SAN PASQUAL HIGH SCHOOL50884,SAN PASQUAL HIGH SCHOOL,Escondido,San Diego,Asian,4,5,80.0
1401,SAN PASQUAL HIGH SCHOOL50884,SAN PASQUAL HIGH SCHOOL,Escondido,San Diego,Hispanic/ Latinx,33,60,55.00000000000001
1402,SAN PASQUAL HIGH SCHOOL50884,SAN PASQUAL HIGH SCHOOL,Escondido,San Diego,All,58,98,59.183673469387756
1403,SAN PEDRO HIGH SCHOOL53195,SAN PEDRO HIGH SCHOOL,San Pedro,Los Angeles,White,16,23,69.56521739130434
1404,SAN PEDRO HIGH SCHOOL53195,SAN PEDRO HIGH SCHOOL,San Pedro,Los Angeles,Asian,10,19,52.63157894736842
1405,SAN PEDRO HIGH SCHOOL53195,SAN PEDRO HIGH SCHOOL,San Pedro,Los Angeles,Hispanic/ Latinx,44,65,67.6923076923077
1406,SAN PEDRO HIGH SCHOOL53195,SAN PEDRO HIGH SCHOOL,San Pedro,Los Angeles,African American,15,27,55.55555555555556
1407,SAN PEDRO HIGH SCHOOL53195,SAN PEDRO HIGH SCHOOL,San Pedro,Los Angeles,All,87,139,62.589928057553955
1408,SAN YSIDRO HIGH SCHOOL53628,SAN YSIDRO HIGH SCHOOL,San Diego,San Diego,Asian,15,15,100.0
1409,SAN YSIDRO HIGH SCHOOL53628,SAN YSIDRO HIGH SCHOOL,San Diego,San Diego,Hispanic/ Latinx,85,117,72.64957264957265
1410,SAN YSIDRO HIGH SCHOOL53628,SAN YSIDRO HIGH SCHOOL,San Diego,San Diego,African American,3,5,60.0
1411,SAN YSIDRO HIGH SCHOOL53628,SAN YSIDRO HIGH SCHOOL,San Diego,San Diego,All,106,140,75.71428571428571
1412,SANTA ANA HIGH SCHOOL53235,SANTA ANA HIGH SCHOOL,Santa Ana,Orange,Hispanic/ Latinx,75,127,59.055118110236215
1413,SANTA ANA HIGH SCHOOL53235,SANTA ANA HIGH SCHOOL,Santa Ana,Orange,All,79,132,59.84848484848485
1414,SANTA CLARITA VALLEY INTL CHARTER50514,SANTA CLARITA VALLEY INTL CHARTER,Castaic,Los Angeles,Hispanic/ Latinx,4,9,44.44444444444444
1415,SANTA CLARITA VALLEY INTL CHARTER50514,SANTA CLARITA VALLEY INTL CHARTER,Castaic,Los Angeles,All,7,16,43.75
1416,SANTA FE HIGH SCHOOL53300,SANTA FE HIGH SCHOOL,Santa Fe Springs,Los Angeles,Hispanic/ Latinx,64,127,50.39370078740157
1417,SANTA FE HIGH SCHOOL53300,SANTA FE HIGH SCHOOL,Santa Fe Springs,Los Angeles,All,68,136,50.0
1418,SANTA MONICA HIGH SCHOOL53320,SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,Domestic Unknown,4,8,50.0
1419,SANTA MONICA HIGH SCHOOL53320,SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,White,119,186,63.97849462365591
1420,SANTA MONICA HIGH SCHOOL53320,SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,Asian,42,57,73.68421052631578
1421,SANTA MONICA HIGH SCHOOL53320,SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,Hispanic/ Latinx,72,114,63.1578947368421
1422,SANTA MONICA HIGH SCHOOL53320,SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,African American,19,26,73.07692307692307
1423,SANTA MONICA HIGH SCHOOL53320,SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,All,260,398,65.32663316582915
1424,SANTANA HIGH SCHOOL53342,SANTANA HIGH SCHOOL,Santee,San Diego,White,20,31,64.51612903225806
1425,SANTANA HIGH SCHOOL53342,SANTANA HIGH SCHOOL,Santee,San Diego,Hispanic/ Latinx,6,21,28.57142857142857
1426,SANTANA HIGH SCHOOL53342,SANTANA HIGH SCHOOL,Santee,San Diego,All,32,62,51.61290322580645
1427,SANTEE EDUCATION COMPLEX53974,SANTEE EDUCATION COMPLEX,Los Angeles,Los Angeles,Hispanic/ Latinx,58,102,56.86274509803921
1428,SANTEE EDUCATION COMPLEX53974,SANTEE EDUCATION COMPLEX,Los Angeles,Los Angeles,African American,4,5,80.0
1429,SANTEE EDUCATION COMPLEX53974,SANTEE EDUCATION COMPLEX,Los Angeles,Los Angeles,All,64,109,58.71559633027523
1430,SANTIAGO HIGH SCHOOL51033,SANTIAGO HIGH SCHOOL,Garden Grove,Orange,Asian,40,47,85.1063829787234
1431,SANTIAGO HIGH SCHOOL51033,SANTIAGO HIGH SCHOOL,Garden Grove,Orange,Hispanic/ Latinx,47,72,65.27777777777779
1432,SANTIAGO HIGH SCHOOL51033,SANTIAGO HIGH SCHOOL,Garden Grove,Orange,All,91,123,73.98373983739837
1433,SATO ACADEMY OF MATH & SCIENCE54837,SATO ACADEMY OF MATH & SCIENCE,Long Beach,Los Angeles,White,3,8,37.5
1434,SATO ACADEMY OF MATH & SCIENCE54837,SATO ACADEMY OF MATH & SCIENCE,Long Beach,Los Angeles,Asian,8,14,57.14285714285714
1435,SATO ACADEMY OF MATH & SCIENCE54837,SATO ACADEMY OF MATH & SCIENCE,Long Beach,Los Angeles,Hispanic/ Latinx,6,11,54.54545454545454
1436,SATO ACADEMY OF MATH & SCIENCE54837,SATO ACADEMY OF MATH & SCIENCE,Long Beach,Los Angeles,All,20,43,46.51162790697674
1437,SAUGUS HIGH SCHOOL53336,SAUGUS HIGH SCHOOL,Saugus,Los Angeles,White,28,50,56.00000000000001
1438,SAUGUS HIGH SCHOOL53336,SAUGUS HIGH SCHOOL,Saugus,Los Angeles,Asian,26,36,72.22222222222221
1439,SAUGUS HIGH SCHOOL53336,SAUGUS HIGH SCHOOL,Saugus,Los Angeles,Hispanic/ Latinx,33,62,53.2258064516129
1440,SAUGUS HIGH SCHOOL53336,SAUGUS HIGH SCHOOL,Saugus,Los Angeles,African American,3,8,37.5
1441,SAUGUS HIGH SCHOOL53336,SAUGUS HIGH SCHOOL,Saugus,Los Angeles,All,92,161,57.14285714285714
1442,SAVANNA HIGH SCHOOL50087,SAVANNA HIGH SCHOOL,Anaheim,Orange,Asian,12,15,80.0
1443,SAVANNA HIGH SCHOOL50087,SAVANNA HIGH SCHOOL,Anaheim,Orange,Hispanic/ Latinx,28,45,62.22222222222222
1444,SAVANNA HIGH SCHOOL50087,SAVANNA HIGH SCHOOL,Anaheim,Orange,All,43,68,63.23529411764706
1445,SCH SOCIAL JUSTICE-CONT LEARN CTR54695,SCH SOCIAL JUSTICE-CONT LEARN CTR,Los Angeles,Los Angeles,Hispanic/ Latinx,14,33,42.42424242424242
1446,SCH SOCIAL JUSTICE-CONT LEARN CTR54695,SCH SOCIAL JUSTICE-CONT LEARN CTR,Los Angeles,Los Angeles,All,15,38,39.473684210526315
1447,SCHL ENTREPRENEURSHIP & TECH54600,SCHL ENTREPRENEURSHIP & TECH,San Diego,San Diego,All,4,9,44.44444444444444
1448,SCHOOL BUS TOUR CONTRERAS LRN54053,SCHOOL BUS TOUR CONTRERAS LRN,Los Angeles,Los Angeles,Hispanic/ Latinx,16,25,64.0
1449,SCHOOL BUS TOUR CONTRERAS LRN54053,SCHOOL BUS TOUR CONTRERAS LRN,Los Angeles,Los Angeles,All,17,26,65.38461538461539
1450,SCHOOL OF ARTS AND ENTERPRISE53993,SCHOOL OF ARTS AND ENTERPRISE,Pomona,Los Angeles,All,13,20,65.0
1451,SCHOOL VISUAL ARTS HUMANITIES54243,SCHOOL VISUAL ARTS HUMANITIES,Los Angeles,Los Angeles,Hispanic/ Latinx,23,31,74.19354838709677
1452,SCHOOL VISUAL ARTS HUMANITIES54243,SCHOOL VISUAL ARTS HUMANITIES,Los Angeles,Los Angeles,All,25,34,73.52941176470588
1453,SCHURR HIGH SCHOOL52037,SCHURR HIGH SCHOOL,Montebello,Los Angeles,Asian,15,18,83.33333333333334
1454,SCHURR HIGH SCHOOL52037,SCHURR HIGH SCHOOL,Montebello,Los Angeles,Hispanic/ Latinx,73,108,67.5925925925926
1455,SCHURR HIGH SCHOOL52037,SCHURR HIGH SCHOOL,Montebello,Los Angeles,All,91,130,70.0
1456,SCIENCE ACADEMY STEM MAGNET51786,SCIENCE ACADEMY STEM MAGNET,North Hollywood,Los Angeles,White,19,22,86.36363636363636
1457,SCIENCE ACADEMY STEM MAGNET51786,SCIENCE ACADEMY STEM MAGNET,North Hollywood,Los Angeles,Asian,11,12,91.66666666666666
1458,SCIENCE ACADEMY STEM MAGNET51786,SCIENCE ACADEMY STEM MAGNET,North Hollywood,Los Angeles,Hispanic/ Latinx,7,7,100.0
1459,SCIENCE ACADEMY STEM MAGNET51786,SCIENCE ACADEMY STEM MAGNET,North Hollywood,Los Angeles,All,39,45,86.66666666666667
1460,SCRIPPS RANCH HIGH52834,SCRIPPS RANCH HIGH,San Diego,San Diego,White,40,72,55.55555555555556
1461,SCRIPPS RANCH HIGH52834,SCRIPPS RANCH HIGH,San Diego,San Diego,Asian,92,146,63.013698630136986
1462,SCRIPPS RANCH HIGH52834,SCRIPPS RANCH HIGH,San Diego,San Diego,Hispanic/ Latinx,17,31,54.83870967741935
1463,SCRIPPS RANCH HIGH52834,SCRIPPS RANCH HIGH,San Diego,San Diego,American Indian,3,5,60.0
1464,SCRIPPS RANCH HIGH52834,SCRIPPS RANCH HIGH,San Diego,San Diego,African American,5,13,38.46153846153847
1465,SCRIPPS RANCH HIGH52834,SCRIPPS RANCH HIGH,San Diego,San Diego,All,163,277,58.844765342960294
1466,SEGERSTROM HIGH SCHOOL54018,SEGERSTROM HIGH SCHOOL,Santa Ana,Orange,Asian,20,30,66.66666666666666
1467,SEGERSTROM HIGH SCHOOL54018,SEGERSTROM HIGH SCHOOL,Santa Ana,Orange,Hispanic/ Latinx,74,131,56.48854961832062
1468,SEGERSTROM HIGH SCHOOL54018,SEGERSTROM HIGH SCHOOL,Santa Ana,Orange,All,94,163,57.668711656441715
1469,SHERMAN OAKS CTR ENRCHED STDS52617,SHERMAN OAKS CTR ENRCHED STDS,Reseda,Los Angeles,White,19,28,67.85714285714286
1470,SHERMAN OAKS CTR ENRCHED STDS52617,SHERMAN OAKS CTR ENRCHED STDS,Reseda,Los Angeles,Asian,26,38,68.42105263157895
1471,SHERMAN OAKS CTR ENRCHED STDS52617,SHERMAN OAKS CTR ENRCHED STDS,Reseda,Los Angeles,Hispanic/ Latinx,14,35,40.0
1472,SHERMAN OAKS CTR ENRCHED STDS52617,SHERMAN OAKS CTR ENRCHED STDS,Reseda,Los Angeles,All,60,107,56.074766355140184
1473,SIERRA VISTA HIGH SCHOOL50228,SIERRA VISTA HIGH SCHOOL,Baldwin Park,Los Angeles,Asian,22,27,81.48148148148148
1474,SIERRA VISTA HIGH SCHOOL50228,SIERRA VISTA HIGH SCHOOL,Baldwin Park,Los Angeles,Hispanic/ Latinx,54,78,69.23076923076923
1475,SIERRA VISTA HIGH SCHOOL50228,SIERRA VISTA HIGH SCHOOL,Baldwin Park,Los Angeles,All,77,106,72.64150943396226
1476,SOAR HIGH SCHOOL51869,SOAR HIGH SCHOOL,Lancaster,Los Angeles,White,6,6,100.0
1477,SOAR HIGH SCHOOL51869,SOAR HIGH SCHOOL,Lancaster,Los Angeles,Asian,8,8,100.0
1478,SOAR HIGH SCHOOL51869,SOAR HIGH SCHOOL,Lancaster,Los Angeles,Hispanic/ Latinx,40,50,80.0
1479,SOAR HIGH SCHOOL51869,SOAR HIGH SCHOOL,Lancaster,Los Angeles,African American,15,22,68.18181818181817
1480,SOAR HIGH SCHOOL51869,SOAR HIGH SCHOOL,Lancaster,Los Angeles,All,70,87,80.45977011494253
1481,SOCIAL JUSTICE HUMANITAS ACAD54542,SOCIAL JUSTICE HUMANITAS ACAD,San Fernando,Los Angeles,All,26,41,63.41463414634146
1482,SOCIAL JUSTICE LDRSHP @ TORRES54444,SOCIAL JUSTICE LDRSHP @ TORRES,Los Angeles,Los Angeles,All,12,18,66.66666666666666
1483,SONIA SOTOMAYOR ARTS SCI ACAD52355,SONIA SOTOMAYOR ARTS SCI ACAD,Los Angeles,Los Angeles,Hispanic/ Latinx,19,27,70.37037037037037
1484,SONIA SOTOMAYOR ARTS SCI ACAD52355,SONIA SOTOMAYOR ARTS SCI ACAD,Los Angeles,Los Angeles,All,20,30,66.66666666666666
1485,SONORA HIGH SCHOOL51327,SONORA HIGH SCHOOL,La Habra,Orange,White,5,6,83.33333333333334
1486,SONORA HIGH SCHOOL51327,SONORA HIGH SCHOOL,La Habra,Orange,Asian,15,18,83.33333333333334
1487,SONORA HIGH SCHOOL51327,SONORA HIGH SCHOOL,La Habra,Orange,Hispanic/ Latinx,18,39,46.15384615384615
1488,SONORA HIGH SCHOOL51327,SONORA HIGH SCHOOL,La Habra,Orange,All,39,64,60.9375
1489,SOUTH EAST HIGH SCHOOL53980,SOUTH EAST HIGH SCHOOL,South Gate,Los Angeles,Hispanic/ Latinx,112,143,78.32167832167832
1490,SOUTH EAST HIGH SCHOOL53980,SOUTH EAST HIGH SCHOOL,South Gate,Los Angeles,African American,4,7,57.14285714285714
1491,SOUTH EAST HIGH SCHOOL53980,SOUTH EAST HIGH SCHOOL,South Gate,Los Angeles,All,117,152,76.97368421052632
1492,SOUTH EL MONTE HIGH SCHOOL53404,SOUTH EL MONTE HIGH SCHOOL,South El Monte,Los Angeles,Asian,7,7,100.0
1493,SOUTH EL MONTE HIGH SCHOOL53404,SOUTH EL MONTE HIGH SCHOOL,South El Monte,Los Angeles,Hispanic/ Latinx,43,66,65.15151515151516
1494,SOUTH EL MONTE HIGH SCHOOL53404,SOUTH EL MONTE HIGH SCHOOL,South El Monte,Los Angeles,All,52,76,68.42105263157895
1495,SOUTH GATE HIGH SCHOOL53400,SOUTH GATE HIGH SCHOOL,South Gate,Los Angeles,All,76,100,76.0
1496,SOUTH HIGH SCHOOL53522,SOUTH HIGH SCHOOL,Torrance,Los Angeles,Int'l,5,5,100.0
1497,SOUTH HIGH SCHOOL53522,SOUTH HIGH SCHOOL,Torrance,Los Angeles,Domestic Unknown,3,6,50.0
1498,SOUTH HIGH SCHOOL53522,SOUTH HIGH SCHOOL,Torrance,Los Angeles,White,36,58,62.06896551724138
1499,SOUTH HIGH SCHOOL53522,SOUTH HIGH SCHOOL,Torrance,Los Angeles,Asian,91,126,72.22222222222221
1500,SOUTH HIGH SCHOOL53522,SOUTH HIGH SCHOOL,Torrance,Los Angeles,Hispanic/ Latinx,16,34,47.05882352941176
1501,SOUTH HIGH SCHOOL53522,SOUTH HIGH SCHOOL,Torrance,Los Angeles,All,155,235,65.95744680851064
1502,SOUTH HILLS HIGH SCHOOL50704,SOUTH HILLS HIGH SCHOOL,West Covina,Los Angeles,Asian,23,29,79.3103448275862
1503,SOUTH HILLS HIGH SCHOOL50704,SOUTH HILLS HIGH SCHOOL,West Covina,Los Angeles,Hispanic/ Latinx,53,88,60.22727272727273
1504,SOUTH HILLS HIGH SCHOOL50704,SOUTH HILLS HIGH SCHOOL,West Covina,Los Angeles,African American,3,5,60.0
1505,SOUTH HILLS HIGH SCHOOL50704,SOUTH HILLS HIGH SCHOOL,West Covina,Los Angeles,All,80,129,62.01550387596899
1506,SOUTH PASADENA HIGH SCHOOL53410,SOUTH PASADENA HIGH SCHOOL,South Pasadena,Los Angeles,Domestic Unknown,3,6,50.0
1507,SOUTH PASADENA HIGH SCHOOL53410,SOUTH PASADENA HIGH SCHOOL,South Pasadena,Los Angeles,White,26,49,53.06122448979592
1508,SOUTH PASADENA HIGH SCHOOL53410,SOUTH PASADENA HIGH SCHOOL,South Pasadena,Los Angeles,Asian,74,107,69.1588785046729
1509,SOUTH PASADENA HIGH SCHOOL53410,SOUTH PASADENA HIGH SCHOOL,South Pasadena,Los Angeles,Hispanic/ Latinx,21,50,42.0
1510,SOUTH PASADENA HIGH SCHOOL53410,SOUTH PASADENA HIGH SCHOOL,South Pasadena,Los Angeles,African American,4,7,57.14285714285714
1511,SOUTH PASADENA HIGH SCHOOL53410,SOUTH PASADENA HIGH SCHOOL,South Pasadena,Los Angeles,All,130,223,58.29596412556054
1512,SOUTH REGION HS #2-PRFRM ARTS51621,SOUTH REGION HS #2-PRFRM ARTS,Los Angeles,Los Angeles,Hispanic/ Latinx,17,33,51.515151515151516
1513,SOUTH REGION HS #2-PRFRM ARTS51621,SOUTH REGION HS #2-PRFRM ARTS,Los Angeles,Los Angeles,All,18,39,46.15384615384615
1514,SOUTH REGION HS #2A-PUBLIC SER51620,SOUTH REGION HS #2A-PUBLIC SER,Los Angeles,Los Angeles,All,26,30,86.66666666666667
1515,SOUTHWEST HIGH SCHOOL52892,SOUTHWEST HIGH SCHOOL,San Diego,San Diego,Asian,5,6,83.33333333333334
1516,SOUTHWEST HIGH SCHOOL52892,SOUTHWEST HIGH SCHOOL,San Diego,San Diego,Hispanic/ Latinx,52,74,70.27027027027027
1517,SOUTHWEST HIGH SCHOOL52892,SOUTHWEST HIGH SCHOOL,San Diego,San Diego,All,59,83,71.08433734939759
1518,STEAM LEGACY HIGH SCHOOL CMPLX54649,STEAM LEGACY HIGH SCHOOL CMPLX,South Gate,Los Angeles,All,42,52,80.76923076923077
1519,STEELE CANYON HIGH SCHOOL53613,STEELE CANYON HIGH SCHOOL,Spring Valley,San Diego,White,26,51,50.98039215686274
1520,STEELE CANYON HIGH SCHOOL53613,STEELE CANYON HIGH SCHOOL,Spring Valley,San Diego,Asian,6,12,50.0
1521,STEELE CANYON HIGH SCHOOL53613,STEELE CANYON HIGH SCHOOL,Spring Valley,San Diego,Hispanic/ Latinx,29,61,47.540983606557376
1522,STEELE CANYON HIGH SCHOOL53613,STEELE CANYON HIGH SCHOOL,Spring Valley,San Diego,African American,4,10,40.0
1523,STEELE CANYON HIGH SCHOOL53613,STEELE CANYON HIGH SCHOOL,Spring Valley,San Diego,All,68,138,49.275362318840585
1524,STELLA HIGH CHARTER SCHOOL54207,STELLA HIGH CHARTER SCHOOL,Los Angeles,Los Angeles,Hispanic/ Latinx,19,26,73.07692307692307
1525,STELLA HIGH CHARTER SCHOOL54207,STELLA HIGH CHARTER SCHOOL,Los Angeles,Los Angeles,All,24,35,68.57142857142857
1526,STEM ACADEMY OF BOYLE HEIGHTS54780,STEM ACADEMY OF BOYLE HEIGHTS,Los Angeles,Los Angeles,Hispanic/ Latinx,3,5,60.0
1527,STEM ACADEMY OF BOYLE HEIGHTS54780,STEM ACADEMY OF BOYLE HEIGHTS,Los Angeles,Los Angeles,All,4,7,57.14285714285714
1528,STEM ACADEMY OF HOLLYWOOD54624,STEM ACADEMY OF HOLLYWOOD,Hollywood,Los Angeles,Hispanic/ Latinx,37,50,74.0
1529,STEM ACADEMY OF HOLLYWOOD54624,STEM ACADEMY OF HOLLYWOOD,Hollywood,Los Angeles,All,42,59,71.1864406779661
1530,SUN VALLEY MAGNET SCHOOL54787,SUN VALLEY MAGNET SCHOOL,Sun Valley,Los Angeles,Hispanic/ Latinx,16,19,84.21052631578947
1531,SUN VALLEY MAGNET SCHOOL54787,SUN VALLEY MAGNET SCHOOL,Sun Valley,Los Angeles,All,18,21,85.71428571428571
1532,SUNNY HILLS HIGH SCHOOL51008,SUNNY HILLS HIGH SCHOOL,Fullerton,Orange,Int'l,4,5,80.0
1533,SUNNY HILLS HIGH SCHOOL51008,SUNNY HILLS HIGH SCHOOL,Fullerton,Orange,White,12,23,52.17391304347826
1534,SUNNY HILLS HIGH SCHOOL51008,SUNNY HILLS HIGH SCHOOL,Fullerton,Orange,Asian,155,204,75.98039215686273
1535,SUNNY HILLS HIGH SCHOOL51008,SUNNY HILLS HIGH SCHOOL,Fullerton,Orange,Hispanic/ Latinx,21,50,42.0
1536,SUNNY HILLS HIGH SCHOOL51008,SUNNY HILLS HIGH SCHOOL,Fullerton,Orange,All,198,291,68.04123711340206
1537,SUSAN MILLER DORSEY HIGH SCHL51795,SUSAN MILLER DORSEY HIGH SCHL,Los Angeles,Los Angeles,Hispanic/ Latinx,6,6,100.0
1538,SUSAN MILLER DORSEY HIGH SCHL51795,SUSAN MILLER DORSEY HIGH SCHL,Los Angeles,Los Angeles,African American,7,16,43.75
1539,SUSAN MILLER DORSEY HIGH SCHL51795,SUSAN MILLER DORSEY HIGH SCHL,Los Angeles,Los Angeles,All,13,22,59.09090909090909
1540,SWEETWATER SECONDARY SCHOOL50412,SWEETWATER SECONDARY SCHOOL,Chula Vista,San Diego,All,4,5,80.0
1541,SWEETWATER UNION HIGH SCHOOL52105,SWEETWATER UNION HIGH SCHOOL,National City,San Diego,Asian,24,37,64.86486486486487
1542,SWEETWATER UNION HIGH SCHOOL52105,SWEETWATER UNION HIGH SCHOOL,National City,San Diego,Hispanic/ Latinx,42,73,57.534246575342465
1543,SWEETWATER UNION HIGH SCHOOL52105,SWEETWATER UNION HIGH SCHOOL,National City,San Diego,African American,5,6,83.33333333333334
1544,SWEETWATER UNION HIGH SCHOOL52105,SWEETWATER UNION HIGH SCHOOL,National City,San Diego,All,73,118,61.86440677966102
1545,SYLMAR BIOTECH HLTH & ENG MGNT54840,SYLMAR BIOTECH HLTH & ENG MGNT,Sylmar,Los Angeles,Hispanic/ Latinx,11,13,84.61538461538461
1546,SYLMAR BIOTECH HLTH & ENG MGNT54840,SYLMAR BIOTECH HLTH & ENG MGNT,Sylmar,Los Angeles,All,12,14,85.71428571428571
1547,SYLMAR HIGH SCHOOL52908,SYLMAR HIGH SCHOOL,Sylmar,Los Angeles,Hispanic/ Latinx,54,75,72.0
1548,SYLMAR HIGH SCHOOL52908,SYLMAR HIGH SCHOOL,Sylmar,Los Angeles,African American,5,5,100.0
1549,SYLMAR HIGH SCHOOL52908,SYLMAR HIGH SCHOOL,Sylmar,Los Angeles,All,61,86,70.93023255813954
1550,SYNERGY QUANTUM ACADEMY54531,SYNERGY QUANTUM ACADEMY,Los Angeles,Los Angeles,Hispanic/ Latinx,36,47,76.59574468085107
