,Calculation1,School,City,County/State/ Territory,Ethnicity,Count_adm,Count_app,admit_rate
1551,SYNERGY QUANTUM ACADEMY54531,SYNERGY QUANTUM ACADEMY,Los Angeles,Los Angeles,All,37,49,75.51020408163265
1552,TEACH TECH CHARTER HIGH SCHOOL54770,TEACH TECH CHARTER HIGH SCHOOL,Los Angeles,Los Angeles,Hispanic/ Latinx,9,12,75.0
1553,TEACH TECH CHARTER HIGH SCHOOL54770,TEACH TECH CHARTER HIGH SCHOOL,Los Angeles,Los Angeles,All,11,17,64.70588235294117
1554,TECHNOLOGY PREPARATORY ACADEMY54601,TECHNOLOGY PREPARATORY ACADEMY,San Fernando,Los Angeles,All,6,12,50.0
1555,TEMPLE CITY HIGH SCHOOL53495,TEMPLE CITY HIGH SCHOOL,Temple City,Los Angeles,Domestic Unknown,4,6,66.66666666666666
1556,TEMPLE CITY HIGH SCHOOL53495,TEMPLE CITY HIGH SCHOOL,Temple City,Los Angeles,Asian,175,238,73.52941176470588
1557,TEMPLE CITY HIGH SCHOOL53495,TEMPLE CITY HIGH SCHOOL,Temple City,Los Angeles,Hispanic/ Latinx,9,26,34.61538461538461
1558,TEMPLE CITY HIGH SCHOOL53495,TEMPLE CITY HIGH SCHOOL,Temple City,Los Angeles,All,193,277,69.67509025270758
1559,TESORO HIGH SCHOOL53149,TESORO HIGH SCHOOL,Rancho San Margarit,Orange,White,42,89,47.19101123595505
1560,TESORO HIGH SCHOOL53149,TESORO HIGH SCHOOL,Rancho San Margarit,Orange,Asian,59,74,79.72972972972973
1561,TESORO HIGH SCHOOL53149,TESORO HIGH SCHOOL,Rancho San Margarit,Orange,Hispanic/ Latinx,12,29,41.37931034482759
1562,TESORO HIGH SCHOOL53149,TESORO HIGH SCHOOL,Rancho San Margarit,Orange,African American,6,8,75.0
1563,TESORO HIGH SCHOOL53149,TESORO HIGH SCHOOL,Rancho San Margarit,Orange,All,125,211,59.241706161137444
1564,THEODORE ROOSEVELT SENIOR HS51805,THEODORE ROOSEVELT SENIOR HS,Los Angeles,Los Angeles,All,67,97,69.0721649484536
1565,THOMAS JEFFERSON HIGH SCHOOL51815,THOMAS JEFFERSON HIGH SCHOOL,Los Angeles,Los Angeles,Hispanic/ Latinx,19,27,70.37037037037037
1566,THOMAS JEFFERSON HIGH SCHOOL51815,THOMAS JEFFERSON HIGH SCHOOL,Los Angeles,Los Angeles,All,20,30,66.66666666666666
1567,TORRANCE HIGH SCHOOL53523,TORRANCE HIGH SCHOOL,Torrance,Los Angeles,White,12,16,75.0
1568,TORRANCE HIGH SCHOOL53523,TORRANCE HIGH SCHOOL,Torrance,Los Angeles,Asian,60,91,65.93406593406593
1569,TORRANCE HIGH SCHOOL53523,TORRANCE HIGH SCHOOL,Torrance,Los Angeles,Hispanic/ Latinx,22,40,55.00000000000001
1570,TORRANCE HIGH SCHOOL53523,TORRANCE HIGH SCHOOL,Torrance,Los Angeles,African American,6,14,42.857142857142854
1571,TORRANCE HIGH SCHOOL53523,TORRANCE HIGH SCHOOL,Torrance,Los Angeles,All,105,167,62.874251497005986
1572,TORREY PINES HIGH SCHOOL50466,TORREY PINES HIGH SCHOOL,San Diego,San Diego,Int'l,5,8,62.5
1573,TORREY PINES HIGH SCHOOL50466,TORREY PINES HIGH SCHOOL,San Diego,San Diego,White,69,146,47.26027397260274
1574,TORREY PINES HIGH SCHOOL50466,TORREY PINES HIGH SCHOOL,San Diego,San Diego,Asian,95,129,73.64341085271317
1575,TORREY PINES HIGH SCHOOL50466,TORREY PINES HIGH SCHOOL,San Diego,San Diego,Hispanic/ Latinx,23,46,50.0
1576,TORREY PINES HIGH SCHOOL50466,TORREY PINES HIGH SCHOOL,San Diego,San Diego,All,210,357,58.82352941176471
1577,TRABUCO HILLS HIGH SCHOOL51958,TRABUCO HILLS HIGH SCHOOL,Mission Viejo,Orange,White,17,57,29.82456140350877
1578,TRABUCO HILLS HIGH SCHOOL51958,TRABUCO HILLS HIGH SCHOOL,Mission Viejo,Orange,Asian,49,73,67.12328767123287
1579,TRABUCO HILLS HIGH SCHOOL51958,TRABUCO HILLS HIGH SCHOOL,Mission Viejo,Orange,Hispanic/ Latinx,19,35,54.285714285714285
1580,TRABUCO HILLS HIGH SCHOOL51958,TRABUCO HILLS HIGH SCHOOL,Mission Viejo,Orange,All,94,177,53.10734463276836
1581,TROY HIGH SCHOOL51009,TROY HIGH SCHOOL,Fullerton,Orange,Int'l,6,7,85.71428571428571
1582,TROY HIGH SCHOOL51009,TROY HIGH SCHOOL,Fullerton,Orange,Domestic Unknown,17,22,77.27272727272727
1583,TROY HIGH SCHOOL51009,TROY HIGH SCHOOL,Fullerton,Orange,White,17,27,62.96296296296296
1584,TROY HIGH SCHOOL51009,TROY HIGH SCHOOL,Fullerton,Orange,Asian,208,273,76.19047619047619
1585,TROY HIGH SCHOOL51009,TROY HIGH SCHOOL,Fullerton,Orange,Hispanic/ Latinx,30,54,55.55555555555556
1586,TROY HIGH SCHOOL51009,TROY HIGH SCHOOL,Fullerton,Orange,African American,9,10,90.0
1587,TROY HIGH SCHOOL51009,TROY HIGH SCHOOL,Fullerton,Orange,All,287,393,73.02798982188295
1588,TUSTIN CONNECT52206,TUSTIN CONNECT,Tustin,Orange,All,8,11,72.72727272727273
1589,TUSTIN HIGH SCHOOL53570,TUSTIN HIGH SCHOOL,Tustin,Orange,White,7,13,53.84615384615385
1590,TUSTIN HIGH SCHOOL53570,TUSTIN HIGH SCHOOL,Tustin,Orange,Asian,15,23,65.21739130434783
1591,TUSTIN HIGH SCHOOL53570,TUSTIN HIGH SCHOOL,Tustin,Orange,Hispanic/ Latinx,49,77,63.63636363636363
1592,TUSTIN HIGH SCHOOL53570,TUSTIN HIGH SCHOOL,Tustin,Orange,All,75,120,62.5
1593,UCLA COMMUNITY SCHOOL51662,UCLA COMMUNITY SCHOOL,Los Angeles,Los Angeles,Asian,12,14,85.71428571428571
1594,UCLA COMMUNITY SCHOOL51662,UCLA COMMUNITY SCHOOL,Los Angeles,Los Angeles,Hispanic/ Latinx,34,48,70.83333333333334
1595,UCLA COMMUNITY SCHOOL51662,UCLA COMMUNITY SCHOOL,Los Angeles,Los Angeles,All,46,63,73.01587301587301
1596,ULYSSES S GRANT HIGH SCHOOL53633,ULYSSES S GRANT HIGH SCHOOL,Van Nuys,Los Angeles,White,26,29,89.65517241379311
1597,ULYSSES S GRANT HIGH SCHOOL53633,ULYSSES S GRANT HIGH SCHOOL,Van Nuys,Los Angeles,Asian,3,8,37.5
1598,ULYSSES S GRANT HIGH SCHOOL53633,ULYSSES S GRANT HIGH SCHOOL,Van Nuys,Los Angeles,Hispanic/ Latinx,27,49,55.10204081632652
1599,ULYSSES S GRANT HIGH SCHOOL53633,ULYSSES S GRANT HIGH SCHOOL,Van Nuys,Los Angeles,African American,4,6,66.66666666666666
1600,ULYSSES S GRANT HIGH SCHOOL53633,ULYSSES S GRANT HIGH SCHOOL,Van Nuys,Los Angeles,All,60,92,65.21739130434783
1601,UNITY MIDDLE COLLEGE HIGH SCHL50991,UNITY MIDDLE COLLEGE HIGH SCHL,Orange,Orange,All,3,5,60.0
1602,UNIVERSITY CITY HIGH52887,UNIVERSITY CITY HIGH,San Diego,San Diego,White,33,68,48.529411764705884
1603,UNIVERSITY CITY HIGH52887,UNIVERSITY CITY HIGH,San Diego,San Diego,Asian,38,65,58.46153846153847
1604,UNIVERSITY CITY HIGH52887,UNIVERSITY CITY HIGH,San Diego,San Diego,Hispanic/ Latinx,32,67,47.76119402985074
1605,UNIVERSITY CITY HIGH52887,UNIVERSITY CITY HIGH,San Diego,San Diego,African American,5,6,83.33333333333334
1606,UNIVERSITY CITY HIGH52887,UNIVERSITY CITY HIGH,San Diego,San Diego,All,111,211,52.60663507109005
1607,UNIVERSITY HIGH SCHOOL51825,UNIVERSITY HIGH SCHOOL,Los Angeles,Los Angeles,White,18,23,78.26086956521739
1608,UNIVERSITY HIGH SCHOOL51825,UNIVERSITY HIGH SCHOOL,Los Angeles,Los Angeles,Asian,25,31,80.64516129032258
1609,UNIVERSITY HIGH SCHOOL51825,UNIVERSITY HIGH SCHOOL,Los Angeles,Los Angeles,Hispanic/ Latinx,48,62,77.41935483870968
1610,UNIVERSITY HIGH SCHOOL51825,UNIVERSITY HIGH SCHOOL,Los Angeles,Los Angeles,African American,32,48,66.66666666666666
1611,UNIVERSITY HIGH SCHOOL51825,UNIVERSITY HIGH SCHOOL,Los Angeles,Los Angeles,All,125,167,74.8502994011976
1612,UNIVERSITY HIGH SCHOOL51984,UNIVERSITY HIGH SCHOOL,Irvine,Orange,Int'l,7,11,63.63636363636363
1613,UNIVERSITY HIGH SCHOOL51984,UNIVERSITY HIGH SCHOOL,Irvine,Orange,White,64,89,71.91011235955057
1614,UNIVERSITY HIGH SCHOOL51984,UNIVERSITY HIGH SCHOOL,Irvine,Orange,Asian,152,208,73.07692307692307
1615,UNIVERSITY HIGH SCHOOL51984,UNIVERSITY HIGH SCHOOL,Irvine,Orange,Hispanic/ Latinx,7,13,53.84615384615385
1616,UNIVERSITY HIGH SCHOOL51984,UNIVERSITY HIGH SCHOOL,Irvine,Orange,African American,4,10,40.0
1617,UNIVERSITY HIGH SCHOOL51984,UNIVERSITY HIGH SCHOOL,Irvine,Orange,All,250,350,71.42857142857143
1618,UNIVERSITY PATHWAYS PUB SVC AC52961,UNIVERSITY PATHWAYS PUB SVC AC,Los Angeles,Los Angeles,Hispanic/ Latinx,10,16,62.5
1619,UNIVERSITY PATHWAYS PUB SVC AC52961,UNIVERSITY PATHWAYS PUB SVC AC,Los Angeles,Los Angeles,All,12,18,66.66666666666666
1620,UNIVERSITY PREP VALUE HS54891,UNIVERSITY PREP VALUE HS,Los Angeles,Los Angeles,Hispanic/ Latinx,59,80,73.75
1621,UNIVERSITY PREP VALUE HS54891,UNIVERSITY PREP VALUE HS,Los Angeles,Los Angeles,All,64,86,74.4186046511628
1622,USC HYBRID HIGH COLLEGE PREP54673,USC HYBRID HIGH COLLEGE PREP,Los Angeles,Los Angeles,Hispanic/ Latinx,70,81,86.41975308641975
1623,USC HYBRID HIGH COLLEGE PREP54673,USC HYBRID HIGH COLLEGE PREP,Los Angeles,Los Angeles,African American,6,9,66.66666666666666
1624,USC HYBRID HIGH COLLEGE PREP54673,USC HYBRID HIGH COLLEGE PREP,Los Angeles,Los Angeles,All,78,92,84.78260869565217
1625,VALENCIA HIGH SCHOOL52480,VALENCIA HIGH SCHOOL,Placentia,Orange,Int'l,4,5,80.0
1626,VALENCIA HIGH SCHOOL52480,VALENCIA HIGH SCHOOL,Placentia,Orange,White,8,14,57.14285714285714
1627,VALENCIA HIGH SCHOOL52480,VALENCIA HIGH SCHOOL,Placentia,Orange,Asian,100,126,79.36507936507937
1628,VALENCIA HIGH SCHOOL52480,VALENCIA HIGH SCHOOL,Placentia,Orange,Hispanic/ Latinx,37,58,63.793103448275865
1629,VALENCIA HIGH SCHOOL52480,VALENCIA HIGH SCHOOL,Placentia,Orange,All,159,218,72.93577981651376
1630,VALENCIA HIGH SCHOOL53608,VALENCIA HIGH SCHOOL,Valencia,Los Angeles,White,40,70,57.14285714285714
1631,VALENCIA HIGH SCHOOL53608,VALENCIA HIGH SCHOOL,Valencia,Los Angeles,Asian,72,100,72.0
1632,VALENCIA HIGH SCHOOL53608,VALENCIA HIGH SCHOOL,Valencia,Los Angeles,Hispanic/ Latinx,15,37,40.54054054054054
1633,VALENCIA HIGH SCHOOL53608,VALENCIA HIGH SCHOOL,Valencia,Los Angeles,African American,9,18,50.0
1634,VALENCIA HIGH SCHOOL53608,VALENCIA HIGH SCHOOL,Valencia,Los Angeles,All,142,232,61.206896551724135
1635,VALHALLA HIGH SCHOOL50804,VALHALLA HIGH SCHOOL,El Cajon,San Diego,White,65,92,70.65217391304348
1636,VALHALLA HIGH SCHOOL50804,VALHALLA HIGH SCHOOL,El Cajon,San Diego,Hispanic/ Latinx,12,21,57.14285714285714
1637,VALHALLA HIGH SCHOOL50804,VALHALLA HIGH SCHOOL,El Cajon,San Diego,All,82,125,65.60000000000001
1638,VALLEY ACADEMY ARTS & SCIENCES54548,VALLEY ACADEMY ARTS & SCIENCES,Granada Hills,Los Angeles,White,5,8,62.5
1639,VALLEY ACADEMY ARTS & SCIENCES54548,VALLEY ACADEMY ARTS & SCIENCES,Granada Hills,Los Angeles,Asian,8,14,57.14285714285714
1640,VALLEY ACADEMY ARTS & SCIENCES54548,VALLEY ACADEMY ARTS & SCIENCES,Granada Hills,Los Angeles,Hispanic/ Latinx,13,22,59.09090909090909
1641,VALLEY ACADEMY ARTS & SCIENCES54548,VALLEY ACADEMY ARTS & SCIENCES,Granada Hills,Los Angeles,All,29,48,60.416666666666664
1642,VALLEY CENTER HIGH SCHOOL53695,VALLEY CENTER HIGH SCHOOL,Valley Center,San Diego,White,7,14,50.0
1643,VALLEY CENTER HIGH SCHOOL53695,VALLEY CENTER HIGH SCHOOL,Valley Center,San Diego,Hispanic/ Latinx,12,18,66.66666666666666
1644,VALLEY CENTER HIGH SCHOOL53695,VALLEY CENTER HIGH SCHOOL,Valley Center,San Diego,All,21,36,58.333333333333336
1645,VALLEY HIGH SCHOOL53243,VALLEY HIGH SCHOOL,Santa Ana,Orange,Asian,7,8,87.5
1646,VALLEY HIGH SCHOOL53243,VALLEY HIGH SCHOOL,Santa Ana,Orange,Hispanic/ Latinx,58,85,68.23529411764706
1647,VALLEY HIGH SCHOOL53243,VALLEY HIGH SCHOOL,Santa Ana,Orange,All,68,97,70.10309278350515
1648,VALLEY INTERNATIONAL PREP HS51629,VALLEY INTERNATIONAL PREP HS,Northridge,Los Angeles,White,17,24,70.83333333333334
1649,VALLEY INTERNATIONAL PREP HS51629,VALLEY INTERNATIONAL PREP HS,Northridge,Los Angeles,All,21,33,63.63636363636363
1650,VALLEY OAKS CTR ENRICHED STDS53225,VALLEY OAKS CTR ENRICHED STDS,Sun Valley,Los Angeles,Hispanic/ Latinx,17,22,77.27272727272727
1651,VALLEY OAKS CTR ENRICHED STDS53225,VALLEY OAKS CTR ENRICHED STDS,Sun Valley,Los Angeles,All,18,23,78.26086956521739
1652,VALOR ACADEMY HIGH SCHOOL54728,VALOR ACADEMY HIGH SCHOOL,North Hills,Los Angeles,All,31,45,68.88888888888889
1653,VAN NUYS HIGH SCHOOL53635,VAN NUYS HIGH SCHOOL,Van Nuys,Los Angeles,White,9,17,52.94117647058824
1654,VAN NUYS HIGH SCHOOL53635,VAN NUYS HIGH SCHOOL,Van Nuys,Los Angeles,Asian,49,59,83.05084745762711
1655,VAN NUYS HIGH SCHOOL53635,VAN NUYS HIGH SCHOOL,Van Nuys,Los Angeles,Hispanic/ Latinx,31,53,58.490566037735846
1656,VAN NUYS HIGH SCHOOL53635,VAN NUYS HIGH SCHOOL,Van Nuys,Los Angeles,African American,7,12,58.333333333333336
1657,VAN NUYS HIGH SCHOOL53635,VAN NUYS HIGH SCHOOL,Van Nuys,Los Angeles,All,96,142,67.6056338028169
1658,VAPA LEGACY HIGH SCHOOL CMPLX54642,VAPA LEGACY HIGH SCHOOL CMPLX,South Gate,Los Angeles,All,10,14,71.42857142857143
1659,VASQUEZ HIGH SCHOOL50008,VASQUEZ HIGH SCHOOL,Acton,Los Angeles,Hispanic/ Latinx,4,6,66.66666666666666
1660,VASQUEZ HIGH SCHOOL50008,VASQUEZ HIGH SCHOOL,Acton,Los Angeles,All,5,8,62.5
1661,VAUGHN NEXT CENTURY LEARN CTR54015,VAUGHN NEXT CENTURY LEARN CTR,San Fernando,Los Angeles,Hispanic/ Latinx,19,37,51.35135135135135
1662,VAUGHN NEXT CENTURY LEARN CTR54015,VAUGHN NEXT CENTURY LEARN CTR,San Fernando,Los Angeles,All,20,39,51.28205128205128
1663,VENICE HIGH SCHOOL51828,VENICE HIGH SCHOOL,Los Angeles,Los Angeles,White,12,21,57.14285714285714
1664,VENICE HIGH SCHOOL51828,VENICE HIGH SCHOOL,Los Angeles,Los Angeles,Asian,21,26,80.76923076923077
1665,VENICE HIGH SCHOOL51828,VENICE HIGH SCHOOL,Los Angeles,Los Angeles,Hispanic/ Latinx,48,84,57.14285714285714
1666,VENICE HIGH SCHOOL51828,VENICE HIGH SCHOOL,Los Angeles,Los Angeles,African American,23,30,76.66666666666667
1667,VENICE HIGH SCHOOL51828,VENICE HIGH SCHOOL,Los Angeles,Los Angeles,All,107,165,64.84848484848484
1668,VERDUGO HILLS HIGH SCHOOL53545,VERDUGO HILLS HIGH SCHOOL,Tujunga,Los Angeles,White,12,20,60.0
1669,VERDUGO HILLS HIGH SCHOOL53545,VERDUGO HILLS HIGH SCHOOL,Tujunga,Los Angeles,Asian,9,11,81.81818181818183
1670,VERDUGO HILLS HIGH SCHOOL53545,VERDUGO HILLS HIGH SCHOOL,Tujunga,Los Angeles,Hispanic/ Latinx,21,40,52.5
1671,VERDUGO HILLS HIGH SCHOOL53545,VERDUGO HILLS HIGH SCHOOL,Tujunga,Los Angeles,All,44,76,57.89473684210527
1672,VIEW PARK PREP ACCEL CHARTER HS53904,VIEW PARK PREP ACCEL CHARTER HS,Los Angeles,Los Angeles,African American,21,33,63.63636363636363
1673,VIEW PARK PREP ACCEL CHARTER HS53904,VIEW PARK PREP ACCEL CHARTER HS,Los Angeles,Los Angeles,All,22,35,62.857142857142854
1674,VILLA PARK HIGH SCHOOL52279,VILLA PARK HIGH SCHOOL,Villa Park,Orange,White,10,30,33.33333333333333
1675,VILLA PARK HIGH SCHOOL52279,VILLA PARK HIGH SCHOOL,Villa Park,Orange,Asian,41,55,74.54545454545455
1676,VILLA PARK HIGH SCHOOL52279,VILLA PARK HIGH SCHOOL,Villa Park,Orange,Hispanic/ Latinx,21,49,42.857142857142854
1677,VILLA PARK HIGH SCHOOL52279,VILLA PARK HIGH SCHOOL,Villa Park,Orange,African American,4,8,50.0
1678,VILLA PARK HIGH SCHOOL52279,VILLA PARK HIGH SCHOOL,Villa Park,Orange,All,80,146,54.794520547945204
1679,VILLAGE ACADEMY HIGH SCHOOL52537,VILLAGE ACADEMY HIGH SCHOOL,Pomona,Los Angeles,Asian,5,6,83.33333333333334
1680,VILLAGE ACADEMY HIGH SCHOOL52537,VILLAGE ACADEMY HIGH SCHOOL,Pomona,Los Angeles,Hispanic/ Latinx,4,10,40.0
1681,VILLAGE ACADEMY HIGH SCHOOL52537,VILLAGE ACADEMY HIGH SCHOOL,Pomona,Los Angeles,All,9,18,50.0
1682,VISTA HIGH SCHOOL53675,VISTA HIGH SCHOOL,Vista,San Diego,White,8,16,50.0
1683,VISTA HIGH SCHOOL53675,VISTA HIGH SCHOOL,Vista,San Diego,Hispanic/ Latinx,27,41,65.85365853658537
1684,VISTA HIGH SCHOOL53675,VISTA HIGH SCHOOL,Vista,San Diego,All,43,66,65.15151515151516
1685,WALLIS ANNENBERG HIGH SCHOOL51728,WALLIS ANNENBERG HIGH SCHOOL,Los Angeles,Los Angeles,Hispanic/ Latinx,26,59,44.06779661016949
1686,WALLIS ANNENBERG HIGH SCHOOL51728,WALLIS ANNENBERG HIGH SCHOOL,Los Angeles,Los Angeles,African American,3,5,60.0
1687,WALLIS ANNENBERG HIGH SCHOOL51728,WALLIS ANNENBERG HIGH SCHOOL,Los Angeles,Los Angeles,All,29,64,45.3125
1688,WALNUT HIGH SCHOOL53676,WALNUT HIGH SCHOOL,Walnut,Los Angeles,Domestic Unknown,10,13,76.92307692307693
1689,WALNUT HIGH SCHOOL53676,WALNUT HIGH SCHOOL,Walnut,Los Angeles,White,8,8,100.0
1690,WALNUT HIGH SCHOOL53676,WALNUT HIGH SCHOOL,Walnut,Los Angeles,Asian,151,226,66.8141592920354
1691,WALNUT HIGH SCHOOL53676,WALNUT HIGH SCHOOL,Walnut,Los Angeles,Hispanic/ Latinx,17,39,43.58974358974359
1692,WALNUT HIGH SCHOOL53676,WALNUT HIGH SCHOOL,Walnut,Los Angeles,All,191,297,64.3097643097643
1693,WARREN HIGH SCHOOL50771,WARREN HIGH SCHOOL,Downey,Los Angeles,Asian,6,11,54.54545454545454
1694,WARREN HIGH SCHOOL50771,WARREN HIGH SCHOOL,Downey,Los Angeles,Hispanic/ Latinx,115,184,62.5
1695,WARREN HIGH SCHOOL50771,WARREN HIGH SCHOOL,Downey,Los Angeles,African American,9,19,47.368421052631575
1696,WARREN HIGH SCHOOL50771,WARREN HIGH SCHOOL,Downey,Los Angeles,All,135,221,61.085972850678736
1697,WEST ADAMS PREPARATORY HS54225,WEST ADAMS PREPARATORY HS,Los Angeles,Los Angeles,Hispanic/ Latinx,52,67,77.61194029850746
1698,WEST ADAMS PREPARATORY HS54225,WEST ADAMS PREPARATORY HS,Los Angeles,Los Angeles,All,58,75,77.33333333333333
1699,WEST COVINA HIGH SCHOOL53738,WEST COVINA HIGH SCHOOL,West Covina,Los Angeles,Asian,40,55,72.72727272727273
1700,WEST COVINA HIGH SCHOOL53738,WEST COVINA HIGH SCHOOL,West Covina,Los Angeles,Hispanic/ Latinx,39,67,58.2089552238806
1701,WEST COVINA HIGH SCHOOL53738,WEST COVINA HIGH SCHOOL,West Covina,Los Angeles,All,84,135,62.22222222222222
1702,WEST HIGH SCHOOL53521,WEST HIGH SCHOOL,Torrance,Los Angeles,Int'l,8,11,72.72727272727273
1703,WEST HIGH SCHOOL53521,WEST HIGH SCHOOL,Torrance,Los Angeles,White,17,28,60.71428571428571
1704,WEST HIGH SCHOOL53521,WEST HIGH SCHOOL,Torrance,Los Angeles,Asian,80,121,66.11570247933885
1705,WEST HIGH SCHOOL53521,WEST HIGH SCHOOL,Torrance,Los Angeles,Hispanic/ Latinx,15,30,50.0
1706,WEST HIGH SCHOOL53521,WEST HIGH SCHOOL,Torrance,Los Angeles,African American,5,13,38.46153846153847
1707,WEST HIGH SCHOOL53521,WEST HIGH SCHOOL,Torrance,Los Angeles,All,129,210,61.42857142857143
1708,WEST HILLS HIGH SCHOOL53381,WEST HILLS HIGH SCHOOL,Santee,San Diego,White,24,45,53.333333333333336
1709,WEST HILLS HIGH SCHOOL53381,WEST HILLS HIGH SCHOOL,Santee,San Diego,Asian,6,14,42.857142857142854
1710,WEST HILLS HIGH SCHOOL53381,WEST HILLS HIGH SCHOOL,Santee,San Diego,Hispanic/ Latinx,10,13,76.92307692307693
1711,WEST HILLS HIGH SCHOOL53381,WEST HILLS HIGH SCHOOL,Santee,San Diego,All,44,78,56.41025641025641
1712,WEST RANCH HIGH SCHOOL53864,WEST RANCH HIGH SCHOOL,Valencia,Los Angeles,Domestic Unknown,8,10,80.0
1713,WEST RANCH HIGH SCHOOL53864,WEST RANCH HIGH SCHOOL,Valencia,Los Angeles,White,34,66,51.515151515151516
1714,WEST RANCH HIGH SCHOOL53864,WEST RANCH HIGH SCHOOL,Valencia,Los Angeles,Asian,89,122,72.95081967213115
1715,WEST RANCH HIGH SCHOOL53864,WEST RANCH HIGH SCHOOL,Valencia,Los Angeles,Hispanic/ Latinx,19,37,51.35135135135135
1716,WEST RANCH HIGH SCHOOL53864,WEST RANCH HIGH SCHOOL,Valencia,Los Angeles,African American,8,18,44.44444444444444
1717,WEST RANCH HIGH SCHOOL53864,WEST RANCH HIGH SCHOOL,Valencia,Los Angeles,All,158,253,62.450592885375485
1718,WESTCHESTER HIGH SCHOOL51830,WESTCHESTER HIGH SCHOOL,Los Angeles,Los Angeles,African American,24,41,58.536585365853654
1719,WESTCHESTER HIGH SCHOOL51830,WESTCHESTER HIGH SCHOOL,Los Angeles,Los Angeles,All,31,48,64.58333333333334
1720,WESTERN HIGH SCHOOL50092,WESTERN HIGH SCHOOL,Anaheim,Orange,White,3,6,50.0
1721,WESTERN HIGH SCHOOL50092,WESTERN HIGH SCHOOL,Anaheim,Orange,Asian,13,22,59.09090909090909
1722,WESTERN HIGH SCHOOL50092,WESTERN HIGH SCHOOL,Anaheim,Orange,Hispanic/ Latinx,28,42,66.66666666666666
1723,WESTERN HIGH SCHOOL50092,WESTERN HIGH SCHOOL,Anaheim,Orange,All,46,74,62.16216216216216
1724,WESTMINSTER HIGH SCHOOL53739,WESTMINSTER HIGH SCHOOL,Westminster,Orange,Asian,115,164,70.1219512195122
1725,WESTMINSTER HIGH SCHOOL53739,WESTMINSTER HIGH SCHOOL,Westminster,Orange,Hispanic/ Latinx,20,39,51.28205128205128
1726,WESTMINSTER HIGH SCHOOL53739,WESTMINSTER HIGH SCHOOL,Westminster,Orange,All,137,211,64.92890995260665
1727,WESTVIEW HIGH SCHOOL52986,WESTVIEW HIGH SCHOOL,San Diego,San Diego,Int'l,4,5,80.0
1728,WESTVIEW HIGH SCHOOL52986,WESTVIEW HIGH SCHOOL,San Diego,San Diego,White,40,74,54.054054054054056
1729,WESTVIEW HIGH SCHOOL52986,WESTVIEW HIGH SCHOOL,San Diego,San Diego,Asian,130,190,68.42105263157895
1730,WESTVIEW HIGH SCHOOL52986,WESTVIEW HIGH SCHOOL,San Diego,San Diego,Hispanic/ Latinx,6,20,30.0
1731,WESTVIEW HIGH SCHOOL52986,WESTVIEW HIGH SCHOOL,San Diego,San Diego,African American,4,9,44.44444444444444
1732,WESTVIEW HIGH SCHOOL52986,WESTVIEW HIGH SCHOOL,San Diego,San Diego,All,193,310,62.25806451612903
1733,WHITTIER HIGH SCHOOL53765,WHITTIER HIGH SCHOOL,Whittier,Los Angeles,White,5,5,100.0
1734,WHITTIER HIGH SCHOOL53765,WHITTIER HIGH SCHOOL,Whittier,Los Angeles,Hispanic/ Latinx,49,82,59.756097560975604
1735,WHITTIER HIGH SCHOOL53765,WHITTIER HIGH SCHOOL,Whittier,Los Angeles,All,57,92,61.95652173913043
1736,WILLIAM HOWARD TAFT HS53806,WILLIAM HOWARD TAFT HS,Woodland Hills,Los Angeles,White,54,87,62.06896551724138
1737,WILLIAM HOWARD TAFT HS53806,WILLIAM HOWARD TAFT HS,Woodland Hills,Los Angeles,Asian,20,35,57.14285714285714
1738,WILLIAM HOWARD TAFT HS53806,WILLIAM HOWARD TAFT HS,Woodland Hills,Los Angeles,Hispanic/ Latinx,35,54,64.81481481481481
1739,WILLIAM HOWARD TAFT HS53806,WILLIAM HOWARD TAFT HS,Woodland Hills,Los Angeles,African American,5,13,38.46153846153847
1740,WILLIAM HOWARD TAFT HS53806,WILLIAM HOWARD TAFT HS,Woodland Hills,Los Angeles,All,117,194,60.30927835051546
1741,WILLIAM J PETE KNIGHT HIGH SCH52491,WILLIAM J PETE KNIGHT HIGH SCH,Palmdale,Los Angeles,Asian,4,6,66.66666666666666
1742,WILLIAM J PETE KNIGHT HIGH SCH52491,WILLIAM J PETE KNIGHT HIGH SCH,Palmdale,Los Angeles,Hispanic/ Latinx,73,104,70.1923076923077
1743,WILLIAM J PETE KNIGHT HIGH SCH52491,WILLIAM J PETE KNIGHT HIGH SCH,Palmdale,Los Angeles,African American,5,10,50.0
1744,WILLIAM J PETE KNIGHT HIGH SCH52491,WILLIAM J PETE KNIGHT HIGH SCH,Palmdale,Los Angeles,All,83,122,68.0327868852459
1745,WILLIAM S HART HIGH SCHOOL52120,WILLIAM S HART HIGH SCHOOL,Newhall,Los Angeles,White,21,40,52.5
1746,WILLIAM S HART HIGH SCHOOL52120,WILLIAM S HART HIGH SCHOOL,Newhall,Los Angeles,Asian,21,25,84.0
1747,WILLIAM S HART HIGH SCHOOL52120,WILLIAM S HART HIGH SCHOOL,Newhall,Los Angeles,Hispanic/ Latinx,14,42,33.33333333333333
1748,WILLIAM S HART HIGH SCHOOL52120,WILLIAM S HART HIGH SCHOOL,Newhall,Los Angeles,African American,3,6,50.0
1749,WILLIAM S HART HIGH SCHOOL52120,WILLIAM S HART HIGH SCHOOL,Newhall,Los Angeles,All,62,117,52.991452991452995
