Calculation1,School,City,County/State/ Territory,Count,uad_uc_ethn_7_cat,Pivot Field Values
POINT LOMA HIGH SCHOOL52870,POINT LOMA HIGH SCHOOL,San Diego,San Diego,App,Hispanic/ Latinx,44
POINT LOMA HIGH SCHOOL52870,POINT LOMA HIGH SCHOOL,San Diego,San Diego,Enr,African American,4
POINT LOMA HIGH SCHOOL52870,POINT LOMA HIGH SCHOOL,San Diego,San Diego,Adm,African American,5
POINT LOMA HIGH SCHOOL52870,POINT LOMA HIGH SCHOOL,San Diego,San Diego,App,African American,7
POINT LOMA HIGH SCHOOL52870,POINT LOMA HIGH SCHOOL,San Diego,San Diego,Enr,All,48
POINT LOMA HIGH SCHOOL52870,POINT LOMA HIGH SCHOOL,San Diego,San Diego,Adm,All,100
POINT LOMA HIGH SCHOOL52870,POINT LOMA HIGH SCHOOL,San Diego,San Diego,App,All,171
POLARIS HIGH SCHOOL53931,POLARIS HIGH SCHOOL,Anaheim,Orange,App,Asian,5
POLARIS HIGH SCHOOL53931,POLARIS HIGH SCHOOL,Anaheim,Orange,Adm,All,3
POLARIS HIGH SCHOOL53931,POLARIS HIGH SCHOOL,Anaheim,Orange,App,All,8
POMONA HIGH SCHOOL52505,POMONA HIGH SCHOOL,Pomona,Los Angeles,Adm,Hispanic/ Latinx,23
POMONA HIGH SCHOOL52505,POMONA HIGH SCHOOL,Pomona,Los Angeles,App,Hispanic/ Latinx,37
POMONA HIGH SCHOOL52505,POMONA HIGH SCHOOL,Pomona,Los Angeles,Enr,All,6
POMONA HIGH SCHOOL52505,POMONA HIGH SCHOOL,Pomona,Los Angeles,Adm,All,26
POMONA HIGH SCHOOL52505,POMONA HIGH SCHOOL,Pomona,Los Angeles,App,All,43
PORT OF LOS ANGELES HS54055,PORT OF LOS ANGELES HS,San Pedro,Los Angeles,Adm,Asian,7
PORT OF LOS ANGELES HS54055,PORT OF LOS ANGELES HS,San Pedro,Los Angeles,App,Asian,12
PORT OF LOS ANGELES HS54055,PORT OF LOS ANGELES HS,San Pedro,Los Angeles,Enr,Hispanic/ Latinx,5
PORT OF LOS ANGELES HS54055,PORT OF LOS ANGELES HS,San Pedro,Los Angeles,Adm,Hispanic/ Latinx,19
PORT OF LOS ANGELES HS54055,PORT OF LOS ANGELES HS,San Pedro,Los Angeles,App,Hispanic/ Latinx,47
PORT OF LOS ANGELES HS54055,PORT OF LOS ANGELES HS,San Pedro,Los Angeles,Enr,All,8
PORT OF LOS ANGELES HS54055,PORT OF LOS ANGELES HS,San Pedro,Los Angeles,Adm,All,29
PORT OF LOS ANGELES HS54055,PORT OF LOS ANGELES HS,San Pedro,Los Angeles,App,All,62
PORTOLA HIGH SCHOOL50266,PORTOLA HIGH SCHOOL,Irvine,Orange,Adm,Int'l,6
PORTOLA HIGH SCHOOL50266,PORTOLA HIGH SCHOOL,Irvine,Orange,App,Int'l,8
PORTOLA HIGH SCHOOL50266,PORTOLA HIGH SCHOOL,Irvine,Orange,Enr,White,8
PORTOLA HIGH SCHOOL50266,PORTOLA HIGH SCHOOL,Irvine,Orange,Adm,White,16
PORTOLA HIGH SCHOOL50266,PORTOLA HIGH SCHOOL,Irvine,Orange,App,White,35
PORTOLA HIGH SCHOOL50266,PORTOLA HIGH SCHOOL,Irvine,Orange,Enr,Asian,120
PORTOLA HIGH SCHOOL50266,PORTOLA HIGH SCHOOL,Irvine,Orange,Adm,Asian,198
PORTOLA HIGH SCHOOL50266,PORTOLA HIGH SCHOOL,Irvine,Orange,App,Asian,257
PORTOLA HIGH SCHOOL50266,PORTOLA HIGH SCHOOL,Irvine,Orange,Enr,Hispanic/ Latinx,6
PORTOLA HIGH SCHOOL50266,PORTOLA HIGH SCHOOL,Irvine,Orange,Adm,Hispanic/ Latinx,11
PORTOLA HIGH SCHOOL50266,PORTOLA HIGH SCHOOL,Irvine,Orange,App,Hispanic/ Latinx,16
PORTOLA HIGH SCHOOL50266,PORTOLA HIGH SCHOOL,Irvine,Orange,Adm,African American,5
PORTOLA HIGH SCHOOL50266,PORTOLA HIGH SCHOOL,Irvine,Orange,App,African American,8
PORTOLA HIGH SCHOOL50266,PORTOLA HIGH SCHOOL,Irvine,Orange,Enr,All,146
PORTOLA HIGH SCHOOL50266,PORTOLA HIGH SCHOOL,Irvine,Orange,Adm,All,248
PORTOLA HIGH SCHOOL50266,PORTOLA HIGH SCHOOL,Irvine,Orange,App,All,338
POWAY HIGH SCHOOL52533,POWAY HIGH SCHOOL,Poway,San Diego,Enr,Domestic Unknown,3
POWAY HIGH SCHOOL52533,POWAY HIGH SCHOOL,Poway,San Diego,Adm,Domestic Unknown,5
POWAY HIGH SCHOOL52533,POWAY HIGH SCHOOL,Poway,San Diego,App,Domestic Unknown,7
POWAY HIGH SCHOOL52533,POWAY HIGH SCHOOL,Poway,San Diego,Enr,White,21
POWAY HIGH SCHOOL52533,POWAY HIGH SCHOOL,Poway,San Diego,Adm,White,35
POWAY HIGH SCHOOL52533,POWAY HIGH SCHOOL,Poway,San Diego,App,White,63
POWAY HIGH SCHOOL52533,POWAY HIGH SCHOOL,Poway,San Diego,Enr,Asian,7
POWAY HIGH SCHOOL52533,POWAY HIGH SCHOOL,Poway,San Diego,Adm,Asian,13
POWAY HIGH SCHOOL52533,POWAY HIGH SCHOOL,Poway,San Diego,App,Asian,26
POWAY HIGH SCHOOL52533,POWAY HIGH SCHOOL,Poway,San Diego,Enr,Hispanic/ Latinx,5
POWAY HIGH SCHOOL52533,POWAY HIGH SCHOOL,Poway,San Diego,Adm,Hispanic/ Latinx,17
POWAY HIGH SCHOOL52533,POWAY HIGH SCHOOL,Poway,San Diego,App,Hispanic/ Latinx,37
POWAY HIGH SCHOOL52533,POWAY HIGH SCHOOL,Poway,San Diego,Enr,African American,4
POWAY HIGH SCHOOL52533,POWAY HIGH SCHOOL,Poway,San Diego,Adm,African American,7
POWAY HIGH SCHOOL52533,POWAY HIGH SCHOOL,Poway,San Diego,App,African American,13
POWAY HIGH SCHOOL52533,POWAY HIGH SCHOOL,Poway,San Diego,Enr,All,43
POWAY HIGH SCHOOL52533,POWAY HIGH SCHOOL,Poway,San Diego,Adm,All,80
POWAY HIGH SCHOOL52533,POWAY HIGH SCHOOL,Poway,San Diego,App,All,151
PREUSS SCHOOL UCSD51479,PREUSS SCHOOL UCSD,La Jolla,San Diego,Enr,Asian,15
PREUSS SCHOOL UCSD51479,PREUSS SCHOOL UCSD,La Jolla,San Diego,Adm,Asian,22
PREUSS SCHOOL UCSD51479,PREUSS SCHOOL UCSD,La Jolla,San Diego,App,Asian,24
PREUSS SCHOOL UCSD51479,PREUSS SCHOOL UCSD,La Jolla,San Diego,Enr,Hispanic/ Latinx,24
PREUSS SCHOOL UCSD51479,PREUSS SCHOOL UCSD,La Jolla,San Diego,Adm,Hispanic/ Latinx,47
PREUSS SCHOOL UCSD51479,PREUSS SCHOOL UCSD,La Jolla,San Diego,App,Hispanic/ Latinx,76
PREUSS SCHOOL UCSD51479,PREUSS SCHOOL UCSD,La Jolla,San Diego,Adm,African American,7
PREUSS SCHOOL UCSD51479,PREUSS SCHOOL UCSD,La Jolla,San Diego,App,African American,17
PREUSS SCHOOL UCSD51479,PREUSS SCHOOL UCSD,La Jolla,San Diego,Enr,All,42
PREUSS SCHOOL UCSD51479,PREUSS SCHOOL UCSD,La Jolla,San Diego,Adm,All,77
PREUSS SCHOOL UCSD51479,PREUSS SCHOOL UCSD,La Jolla,San Diego,App,All,118
PUC CALIFORNIA ACDMY LIB STUDY51548,PUC CALIFORNIA ACDMY LIB STUDY,Lakeview Terrace,Los Angeles,App,Hispanic/ Latinx,22
PUC CALIFORNIA ACDMY LIB STUDY51548,PUC CALIFORNIA ACDMY LIB STUDY,Lakeview Terrace,Los Angeles,Enr,All,3
PUC CALIFORNIA ACDMY LIB STUDY51548,PUC CALIFORNIA ACDMY LIB STUDY,Lakeview Terrace,Los Angeles,Adm,All,11
PUC CALIFORNIA ACDMY LIB STUDY51548,PUC CALIFORNIA ACDMY LIB STUDY,Lakeview Terrace,Los Angeles,App,All,24
PUC CMNTY CHAR MS EARLY COL HS54065,PUC CMNTY CHAR MS EARLY COL HS,Lake View Terrace,Los Angeles,Enr,All,8
PUC CMNTY CHAR MS EARLY COL HS54065,PUC CMNTY CHAR MS EARLY COL HS,Lake View Terrace,Los Angeles,Adm,All,28
PUC CMNTY CHAR MS EARLY COL HS54065,PUC CMNTY CHAR MS EARLY COL HS,Lake View Terrace,Los Angeles,App,All,29
PUC EARLY COLG ACADEMY LEADERS54541,PUC EARLY COLG ACADEMY LEADERS,Los Angeles,Los Angeles,Enr,Hispanic/ Latinx,5
PUC EARLY COLG ACADEMY LEADERS54541,PUC EARLY COLG ACADEMY LEADERS,Los Angeles,Los Angeles,Adm,Hispanic/ Latinx,13
PUC EARLY COLG ACADEMY LEADERS54541,PUC EARLY COLG ACADEMY LEADERS,Los Angeles,Los Angeles,App,Hispanic/ Latinx,22
PUC EARLY COLG ACADEMY LEADERS54541,PUC EARLY COLG ACADEMY LEADERS,Los Angeles,Los Angeles,Enr,All,6
PUC EARLY COLG ACADEMY LEADERS54541,PUC EARLY COLG ACADEMY LEADERS,Los Angeles,Los Angeles,Adm,All,14
PUC EARLY COLG ACADEMY LEADERS54541,PUC EARLY COLG ACADEMY LEADERS,Los Angeles,Los Angeles,App,All,23
PUC LAKEVIEW CHARTER HIGH SCHL54519,PUC LAKEVIEW CHARTER HIGH SCHL,San Fernando,Los Angeles,Enr,Hispanic/ Latinx,9
PUC LAKEVIEW CHARTER HIGH SCHL54519,PUC LAKEVIEW CHARTER HIGH SCHL,San Fernando,Los Angeles,Adm,Hispanic/ Latinx,26
PUC LAKEVIEW CHARTER HIGH SCHL54519,PUC LAKEVIEW CHARTER HIGH SCHL,San Fernando,Los Angeles,App,Hispanic/ Latinx,47
PUC LAKEVIEW CHARTER HIGH SCHL54519,PUC LAKEVIEW CHARTER HIGH SCHL,San Fernando,Los Angeles,Enr,All,10
PUC LAKEVIEW CHARTER HIGH SCHL54519,PUC LAKEVIEW CHARTER HIGH SCHL,San Fernando,Los Angeles,Adm,All,27
PUC LAKEVIEW CHARTER HIGH SCHL54519,PUC LAKEVIEW CHARTER HIGH SCHL,San Fernando,Los Angeles,App,All,49
PUC TRIUMPH CHARTER ACADEMY HS54532,PUC TRIUMPH CHARTER ACADEMY HS,Sylmar,Los Angeles,Adm,All,11
PUC TRIUMPH CHARTER ACADEMY HS54532,PUC TRIUMPH CHARTER ACADEMY HS,Sylmar,Los Angeles,App,All,19
QUARTZ HILL HIGH SCHOOL52543,QUARTZ HILL HIGH SCHOOL,Quartz Hill,Los Angeles,Enr,White,4
QUARTZ HILL HIGH SCHOOL52543,QUARTZ HILL HIGH SCHOOL,Quartz Hill,Los Angeles,Adm,White,11
QUARTZ HILL HIGH SCHOOL52543,QUARTZ HILL HIGH SCHOOL,Quartz Hill,Los Angeles,App,White,20
QUARTZ HILL HIGH SCHOOL52543,QUARTZ HILL HIGH SCHOOL,Quartz Hill,Los Angeles,Enr,Asian,12
QUARTZ HILL HIGH SCHOOL52543,QUARTZ HILL HIGH SCHOOL,Quartz Hill,Los Angeles,Adm,Asian,15
QUARTZ HILL HIGH SCHOOL52543,QUARTZ HILL HIGH SCHOOL,Quartz Hill,Los Angeles,App,Asian,22
QUARTZ HILL HIGH SCHOOL52543,QUARTZ HILL HIGH SCHOOL,Quartz Hill,Los Angeles,Enr,Hispanic/ Latinx,18
QUARTZ HILL HIGH SCHOOL52543,QUARTZ HILL HIGH SCHOOL,Quartz Hill,Los Angeles,Adm,Hispanic/ Latinx,30
QUARTZ HILL HIGH SCHOOL52543,QUARTZ HILL HIGH SCHOOL,Quartz Hill,Los Angeles,App,Hispanic/ Latinx,46
QUARTZ HILL HIGH SCHOOL52543,QUARTZ HILL HIGH SCHOOL,Quartz Hill,Los Angeles,Enr,African American,4
QUARTZ HILL HIGH SCHOOL52543,QUARTZ HILL HIGH SCHOOL,Quartz Hill,Los Angeles,Adm,African American,10
QUARTZ HILL HIGH SCHOOL52543,QUARTZ HILL HIGH SCHOOL,Quartz Hill,Los Angeles,App,African American,19
QUARTZ HILL HIGH SCHOOL52543,QUARTZ HILL HIGH SCHOOL,Quartz Hill,Los Angeles,Enr,All,43
QUARTZ HILL HIGH SCHOOL52543,QUARTZ HILL HIGH SCHOOL,Quartz Hill,Los Angeles,Adm,All,72
QUARTZ HILL HIGH SCHOOL52543,QUARTZ HILL HIGH SCHOOL,Quartz Hill,Los Angeles,App,All,113
RAMON C CORTINES SCH VIS PERF54376,RAMON C CORTINES SCH VIS PERF,Los Angeles,Los Angeles,Enr,White,6
RAMON C CORTINES SCH VIS PERF54376,RAMON C CORTINES SCH VIS PERF,Los Angeles,Los Angeles,Adm,White,10
RAMON C CORTINES SCH VIS PERF54376,RAMON C CORTINES SCH VIS PERF,Los Angeles,Los Angeles,App,White,18
RAMON C CORTINES SCH VIS PERF54376,RAMON C CORTINES SCH VIS PERF,Los Angeles,Los Angeles,Adm,Asian,9
RAMON C CORTINES SCH VIS PERF54376,RAMON C CORTINES SCH VIS PERF,Los Angeles,Los Angeles,App,Asian,13
RAMON C CORTINES SCH VIS PERF54376,RAMON C CORTINES SCH VIS PERF,Los Angeles,Los Angeles,Enr,Hispanic/ Latinx,12
RAMON C CORTINES SCH VIS PERF54376,RAMON C CORTINES SCH VIS PERF,Los Angeles,Los Angeles,Adm,Hispanic/ Latinx,37
RAMON C CORTINES SCH VIS PERF54376,RAMON C CORTINES SCH VIS PERF,Los Angeles,Los Angeles,App,Hispanic/ Latinx,68
RAMON C CORTINES SCH VIS PERF54376,RAMON C CORTINES SCH VIS PERF,Los Angeles,Los Angeles,Adm,African American,3
RAMON C CORTINES SCH VIS PERF54376,RAMON C CORTINES SCH VIS PERF,Los Angeles,Los Angeles,App,African American,7
RAMON C CORTINES SCH VIS PERF54376,RAMON C CORTINES SCH VIS PERF,Los Angeles,Los Angeles,Enr,All,22
RAMON C CORTINES SCH VIS PERF54376,RAMON C CORTINES SCH VIS PERF,Los Angeles,Los Angeles,Adm,All,60
RAMON C CORTINES SCH VIS PERF54376,RAMON C CORTINES SCH VIS PERF,Los Angeles,Los Angeles,App,All,107
RAMONA HIGH SCHOOL52550,RAMONA HIGH SCHOOL,Ramona,San Diego,Enr,White,7
RAMONA HIGH SCHOOL52550,RAMONA HIGH SCHOOL,Ramona,San Diego,Adm,White,14
RAMONA HIGH SCHOOL52550,RAMONA HIGH SCHOOL,Ramona,San Diego,App,White,22
RAMONA HIGH SCHOOL52550,RAMONA HIGH SCHOOL,Ramona,San Diego,Enr,Asian,3
RAMONA HIGH SCHOOL52550,RAMONA HIGH SCHOOL,Ramona,San Diego,Adm,Asian,5
RAMONA HIGH SCHOOL52550,RAMONA HIGH SCHOOL,Ramona,San Diego,App,Asian,6
RAMONA HIGH SCHOOL52550,RAMONA HIGH SCHOOL,Ramona,San Diego,Enr,Hispanic/ Latinx,3
RAMONA HIGH SCHOOL52550,RAMONA HIGH SCHOOL,Ramona,San Diego,Adm,Hispanic/ Latinx,9
RAMONA HIGH SCHOOL52550,RAMONA HIGH SCHOOL,Ramona,San Diego,App,Hispanic/ Latinx,13
RAMONA HIGH SCHOOL52550,RAMONA HIGH SCHOOL,Ramona,San Diego,Enr,All,15
RAMONA HIGH SCHOOL52550,RAMONA HIGH SCHOOL,Ramona,San Diego,Adm,All,30
RAMONA HIGH SCHOOL52550,RAMONA HIGH SCHOOL,Ramona,San Diego,App,All,45
RANCHO ALAMITOS HIGH SCHOOL51032,RANCHO ALAMITOS HIGH SCHOOL,Garden Grove,Orange,Adm,White,5
RANCHO ALAMITOS HIGH SCHOOL51032,RANCHO ALAMITOS HIGH SCHOOL,Garden Grove,Orange,App,White,6
RANCHO ALAMITOS HIGH SCHOOL51032,RANCHO ALAMITOS HIGH SCHOOL,Garden Grove,Orange,Enr,Asian,26
RANCHO ALAMITOS HIGH SCHOOL51032,RANCHO ALAMITOS HIGH SCHOOL,Garden Grove,Orange,Adm,Asian,45
RANCHO ALAMITOS HIGH SCHOOL51032,RANCHO ALAMITOS HIGH SCHOOL,Garden Grove,Orange,App,Asian,67
RANCHO ALAMITOS HIGH SCHOOL51032,RANCHO ALAMITOS HIGH SCHOOL,Garden Grove,Orange,Enr,Hispanic/ Latinx,4
RANCHO ALAMITOS HIGH SCHOOL51032,RANCHO ALAMITOS HIGH SCHOOL,Garden Grove,Orange,Adm,Hispanic/ Latinx,13
RANCHO ALAMITOS HIGH SCHOOL51032,RANCHO ALAMITOS HIGH SCHOOL,Garden Grove,Orange,App,Hispanic/ Latinx,16
RANCHO ALAMITOS HIGH SCHOOL51032,RANCHO ALAMITOS HIGH SCHOOL,Garden Grove,Orange,Enr,All,32
RANCHO ALAMITOS HIGH SCHOOL51032,RANCHO ALAMITOS HIGH SCHOOL,Garden Grove,Orange,Adm,All,64
RANCHO ALAMITOS HIGH SCHOOL51032,RANCHO ALAMITOS HIGH SCHOOL,Garden Grove,Orange,App,All,90
RANCHO BERNARDO HIGH SCHOOL52536,RANCHO BERNARDO HIGH SCHOOL,San Diego,San Diego,Enr,White,10
RANCHO BERNARDO HIGH SCHOOL52536,RANCHO BERNARDO HIGH SCHOOL,San Diego,San Diego,Adm,White,31
RANCHO BERNARDO HIGH SCHOOL52536,RANCHO BERNARDO HIGH SCHOOL,San Diego,San Diego,App,White,72
RANCHO BERNARDO HIGH SCHOOL52536,RANCHO BERNARDO HIGH SCHOOL,San Diego,San Diego,Enr,Asian,44
RANCHO BERNARDO HIGH SCHOOL52536,RANCHO BERNARDO HIGH SCHOOL,San Diego,San Diego,Adm,Asian,81
RANCHO BERNARDO HIGH SCHOOL52536,RANCHO BERNARDO HIGH SCHOOL,San Diego,San Diego,App,Asian,107
RANCHO BERNARDO HIGH SCHOOL52536,RANCHO BERNARDO HIGH SCHOOL,San Diego,San Diego,Enr,Hispanic/ Latinx,8
RANCHO BERNARDO HIGH SCHOOL52536,RANCHO BERNARDO HIGH SCHOOL,San Diego,San Diego,Adm,Hispanic/ Latinx,19
RANCHO BERNARDO HIGH SCHOOL52536,RANCHO BERNARDO HIGH SCHOOL,San Diego,San Diego,App,Hispanic/ Latinx,38
RANCHO BERNARDO HIGH SCHOOL52536,RANCHO BERNARDO HIGH SCHOOL,San Diego,San Diego,Enr,African American,3
RANCHO BERNARDO HIGH SCHOOL52536,RANCHO BERNARDO HIGH SCHOOL,San Diego,San Diego,Adm,African American,8
RANCHO BERNARDO HIGH SCHOOL52536,RANCHO BERNARDO HIGH SCHOOL,San Diego,San Diego,App,African American,13
RANCHO BERNARDO HIGH SCHOOL52536,RANCHO BERNARDO HIGH SCHOOL,San Diego,San Diego,Enr,All,69
RANCHO BERNARDO HIGH SCHOOL52536,RANCHO BERNARDO HIGH SCHOOL,San Diego,San Diego,Adm,All,144
RANCHO BERNARDO HIGH SCHOOL52536,RANCHO BERNARDO HIGH SCHOOL,San Diego,San Diego,App,All,238
RANCHO BUENA VISTA HIGH SCHOOL53668,RANCHO BUENA VISTA HIGH SCHOOL,Vista,San Diego,Enr,White,6
RANCHO BUENA VISTA HIGH SCHOOL53668,RANCHO BUENA VISTA HIGH SCHOOL,Vista,San Diego,Adm,White,13
RANCHO BUENA VISTA HIGH SCHOOL53668,RANCHO BUENA VISTA HIGH SCHOOL,Vista,San Diego,App,White,22
RANCHO BUENA VISTA HIGH SCHOOL53668,RANCHO BUENA VISTA HIGH SCHOOL,Vista,San Diego,Enr,Asian,7
RANCHO BUENA VISTA HIGH SCHOOL53668,RANCHO BUENA VISTA HIGH SCHOOL,Vista,San Diego,Adm,Asian,13
RANCHO BUENA VISTA HIGH SCHOOL53668,RANCHO BUENA VISTA HIGH SCHOOL,Vista,San Diego,App,Asian,19
RANCHO BUENA VISTA HIGH SCHOOL53668,RANCHO BUENA VISTA HIGH SCHOOL,Vista,San Diego,Enr,Hispanic/ Latinx,11
RANCHO BUENA VISTA HIGH SCHOOL53668,RANCHO BUENA VISTA HIGH SCHOOL,Vista,San Diego,Adm,Hispanic/ Latinx,22
RANCHO BUENA VISTA HIGH SCHOOL53668,RANCHO BUENA VISTA HIGH SCHOOL,Vista,San Diego,App,Hispanic/ Latinx,34
RANCHO BUENA VISTA HIGH SCHOOL53668,RANCHO BUENA VISTA HIGH SCHOOL,Vista,San Diego,Adm,African American,3
RANCHO BUENA VISTA HIGH SCHOOL53668,RANCHO BUENA VISTA HIGH SCHOOL,Vista,San Diego,App,African American,7
RANCHO BUENA VISTA HIGH SCHOOL53668,RANCHO BUENA VISTA HIGH SCHOOL,Vista,San Diego,Enr,All,26
RANCHO BUENA VISTA HIGH SCHOOL53668,RANCHO BUENA VISTA HIGH SCHOOL,Vista,San Diego,Adm,All,54
RANCHO BUENA VISTA HIGH SCHOOL53668,RANCHO BUENA VISTA HIGH SCHOOL,Vista,San Diego,App,All,87
RANCHO DOMINGUEZ PREP SCHOOL54525,RANCHO DOMINGUEZ PREP SCHOOL,Long Beach,Los Angeles,Adm,Hispanic/ Latinx,9
RANCHO DOMINGUEZ PREP SCHOOL54525,RANCHO DOMINGUEZ PREP SCHOOL,Long Beach,Los Angeles,App,Hispanic/ Latinx,16
RANCHO DOMINGUEZ PREP SCHOOL54525,RANCHO DOMINGUEZ PREP SCHOOL,Long Beach,Los Angeles,Adm,African American,6
RANCHO DOMINGUEZ PREP SCHOOL54525,RANCHO DOMINGUEZ PREP SCHOOL,Long Beach,Los Angeles,App,African American,7
RANCHO DOMINGUEZ PREP SCHOOL54525,RANCHO DOMINGUEZ PREP SCHOOL,Long Beach,Los Angeles,Enr,All,5
RANCHO DOMINGUEZ PREP SCHOOL54525,RANCHO DOMINGUEZ PREP SCHOOL,Long Beach,Los Angeles,Adm,All,16
RANCHO DOMINGUEZ PREP SCHOOL54525,RANCHO DOMINGUEZ PREP SCHOOL,Long Beach,Los Angeles,App,All,25
REDONDO UNION HIGH SCHOOL52600,REDONDO UNION HIGH SCHOOL,Redondo Beach,Los Angeles,Enr,White,30
REDONDO UNION HIGH SCHOOL52600,REDONDO UNION HIGH SCHOOL,Redondo Beach,Los Angeles,Adm,White,58
REDONDO UNION HIGH SCHOOL52600,REDONDO UNION HIGH SCHOOL,Redondo Beach,Los Angeles,App,White,111
REDONDO UNION HIGH SCHOOL52600,REDONDO UNION HIGH SCHOOL,Redondo Beach,Los Angeles,Enr,Asian,24
REDONDO UNION HIGH SCHOOL52600,REDONDO UNION HIGH SCHOOL,Redondo Beach,Los Angeles,Adm,Asian,42
REDONDO UNION HIGH SCHOOL52600,REDONDO UNION HIGH SCHOOL,Redondo Beach,Los Angeles,App,Asian,65
REDONDO UNION HIGH SCHOOL52600,REDONDO UNION HIGH SCHOOL,Redondo Beach,Los Angeles,Enr,Hispanic/ Latinx,11
REDONDO UNION HIGH SCHOOL52600,REDONDO UNION HIGH SCHOOL,Redondo Beach,Los Angeles,Adm,Hispanic/ Latinx,18
REDONDO UNION HIGH SCHOOL52600,REDONDO UNION HIGH SCHOOL,Redondo Beach,Los Angeles,App,Hispanic/ Latinx,38
REDONDO UNION HIGH SCHOOL52600,REDONDO UNION HIGH SCHOOL,Redondo Beach,Los Angeles,Enr,African American,3
REDONDO UNION HIGH SCHOOL52600,REDONDO UNION HIGH SCHOOL,Redondo Beach,Los Angeles,Adm,African American,3
REDONDO UNION HIGH SCHOOL52600,REDONDO UNION HIGH SCHOOL,Redondo Beach,Los Angeles,App,African American,13
REDONDO UNION HIGH SCHOOL52600,REDONDO UNION HIGH SCHOOL,Redondo Beach,Los Angeles,Enr,All,71
REDONDO UNION HIGH SCHOOL52600,REDONDO UNION HIGH SCHOOL,Redondo Beach,Los Angeles,Adm,All,128
REDONDO UNION HIGH SCHOOL52600,REDONDO UNION HIGH SCHOOL,Redondo Beach,Los Angeles,App,All,238
RENAISSANCE ARTS ACADEMY51763,RENAISSANCE ARTS ACADEMY,Los Angeles,Los Angeles,Enr,Asian,4
RENAISSANCE ARTS ACADEMY51763,RENAISSANCE ARTS ACADEMY,Los Angeles,Los Angeles,Adm,Asian,7
RENAISSANCE ARTS ACADEMY51763,RENAISSANCE ARTS ACADEMY,Los Angeles,Los Angeles,App,Asian,8
RENAISSANCE ARTS ACADEMY51763,RENAISSANCE ARTS ACADEMY,Los Angeles,Los Angeles,Enr,Hispanic/ Latinx,3
RENAISSANCE ARTS ACADEMY51763,RENAISSANCE ARTS ACADEMY,Los Angeles,Los Angeles,Adm,Hispanic/ Latinx,9
RENAISSANCE ARTS ACADEMY51763,RENAISSANCE ARTS ACADEMY,Los Angeles,Los Angeles,App,Hispanic/ Latinx,10
RENAISSANCE ARTS ACADEMY51763,RENAISSANCE ARTS ACADEMY,Los Angeles,Los Angeles,Enr,All,10
RENAISSANCE ARTS ACADEMY51763,RENAISSANCE ARTS ACADEMY,Los Angeles,Los Angeles,Adm,All,23
RENAISSANCE ARTS ACADEMY51763,RENAISSANCE ARTS ACADEMY,Los Angeles,Los Angeles,App,All,25
RENAISSANCE HIGH SCHOOL ARTS51501,RENAISSANCE HIGH SCHOOL ARTS,Long Beach,Los Angeles,Adm,Hispanic/ Latinx,12
RENAISSANCE HIGH SCHOOL ARTS51501,RENAISSANCE HIGH SCHOOL ARTS,Long Beach,Los Angeles,App,Hispanic/ Latinx,20
RENAISSANCE HIGH SCHOOL ARTS51501,RENAISSANCE HIGH SCHOOL ARTS,Long Beach,Los Angeles,Adm,African American,3
RENAISSANCE HIGH SCHOOL ARTS51501,RENAISSANCE HIGH SCHOOL ARTS,Long Beach,Los Angeles,App,African American,5
RENAISSANCE HIGH SCHOOL ARTS51501,RENAISSANCE HIGH SCHOOL ARTS,Long Beach,Los Angeles,Enr,All,6
RENAISSANCE HIGH SCHOOL ARTS51501,RENAISSANCE HIGH SCHOOL ARTS,Long Beach,Los Angeles,Adm,All,19
RENAISSANCE HIGH SCHOOL ARTS51501,RENAISSANCE HIGH SCHOOL ARTS,Long Beach,Los Angeles,App,All,29
RESEDA HIGH SCHOOL52620,RESEDA HIGH SCHOOL,Reseda,Los Angeles,Adm,White,4
RESEDA HIGH SCHOOL52620,RESEDA HIGH SCHOOL,Reseda,Los Angeles,App,White,8
RESEDA HIGH SCHOOL52620,RESEDA HIGH SCHOOL,Reseda,Los Angeles,Enr,Asian,4
RESEDA HIGH SCHOOL52620,RESEDA HIGH SCHOOL,Reseda,Los Angeles,Adm,Asian,6
RESEDA HIGH SCHOOL52620,RESEDA HIGH SCHOOL,Reseda,Los Angeles,App,Asian,9
RESEDA HIGH SCHOOL52620,RESEDA HIGH SCHOOL,Reseda,Los Angeles,Enr,Hispanic/ Latinx,9
RESEDA HIGH SCHOOL52620,RESEDA HIGH SCHOOL,Reseda,Los Angeles,Adm,Hispanic/ Latinx,20
RESEDA HIGH SCHOOL52620,RESEDA HIGH SCHOOL,Reseda,Los Angeles,App,Hispanic/ Latinx,35
RESEDA HIGH SCHOOL52620,RESEDA HIGH SCHOOL,Reseda,Los Angeles,Enr,All,14
RESEDA HIGH SCHOOL52620,RESEDA HIGH SCHOOL,Reseda,Los Angeles,Adm,All,30
RESEDA HIGH SCHOOL52620,RESEDA HIGH SCHOOL,Reseda,Los Angeles,App,All,54
RISE KOHYANG HIGH SCHOOL50308,RISE KOHYANG HIGH SCHOOL,Los Angeles,Los Angeles,Enr,Asian,12
RISE KOHYANG HIGH SCHOOL50308,RISE KOHYANG HIGH SCHOOL,Los Angeles,Los Angeles,Adm,Asian,15
RISE KOHYANG HIGH SCHOOL50308,RISE KOHYANG HIGH SCHOOL,Los Angeles,Los Angeles,App,Asian,19
